periodicity,periodicity_label.value,seasonadj,seasonadj_label.value,geo_level,geo_level_label.value,geography,geography_label.value,ind_level,industry,industry_label.value,ownercode,ownercode_label.value,sex,sex_label.value,agegrp,agegrp_label.value,race,race_label.value,ethnicity,ethnicity_label.value,education,education_label.value,firmage,firmage_label.value,firmsize,firmsize_label.value,year,quarter,EarnS,sEarnS
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2005,2,4534,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2005,2,2943,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2005,3,4787,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2005,3,3068,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2005,4,5160,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2005,4,3154,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,1,5123,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,1,3147,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,2,4729,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,2,3049,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,3,4759,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,3,3067,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,5358,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2006,4,3262,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,1,5289,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,1,3266,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,2,4936,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,2,3173,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,4961,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,3,3177,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,4,5570,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2007,4,3375,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2008,1,5289,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2008,1,3318,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2008,2,4972,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2008,2,3224,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2008,3,4992,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2008,3,3247,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2008,4,5475,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2008,4,3396,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2009,1,5062,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2009,1,3297,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2009,2,4843,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2009,2,3199,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2009,3,4852,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2009,3,3196,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2009,4,5576,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2009,4,3504,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2010,1,5114,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2010,1,3260,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2010,2,4981,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2010,2,3287,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2010,3,5063,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2010,3,3320,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2010,4,5920,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2010,4,3648,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,5512,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,1,3422,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,5219,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,2,3393,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,5359,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,3,3517,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,5681,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2011,4,3553,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2012,1,5770,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2012,1,3645,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2012,2,5292,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2012,2,3461,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2012,3,5389,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2012,3,3488,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2012,4,6539,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2012,4,3795,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2013,1,5798,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2013,1,3702,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2013,2,5436,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2013,2,3597,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2013,3,5471,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2013,3,3569,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2013,4,6263,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2013,4,3803,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2014,1,6138,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2014,1,3834,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2014,2,5585,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2014,2,3651,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2014,3,5732,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2014,3,3692,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2014,4,6381,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2014,4,3962,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2015,1,6379,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2015,1,3962,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2015,2,5880,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2015,2,3848,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2015,3,5893,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2015,3,3837,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2015,4,6738,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2015,4,4224,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2016,1,6304,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2016,1,3993,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2016,2,6024,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2016,2,3950,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2016,3,6275,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2016,3,4128,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2016,4,6663,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2016,4,4218,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2017,1,6774,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2017,1,4294,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2017,2,6314,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2017,2,4130,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2017,3,6312,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2017,3,4131,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2017,4,7105,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2017,4,4421,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2018,1,7249,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2018,1,4553,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2018,2,6633,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2018,2,4318,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2018,3,6558,1
